row_id,num_sold
22517,210
22508,194
22506,325
22500,203
22501,443
22502,113
22507,731
22504,778
22505,195
22503,342
22535,210
22527,576
22533,375
22532,124
22531,488
22530,222
22529,338
22528,1230
22534,846
22526,194
22524,324
22523,195
22522,776
22521,341
22520,113
22519,442
22518,202
22525,730
22547,337
22553,211
22552,845
22551,374
22550,124
22549,487
22548,221
22545,575
22546,1227
22543,728
22536,202
22537,441
22538,113
22539,340
22544,194
22541,195
22542,323
22540,775
22571,211
22570,843
22569,374
22568,123
22567,485
22566,221
22564,1224
22563,574
22565,337
22561,725
22562,193
22555,440
22556,113
22557,339
22554,201
22559,195
22560,322
22558,773
22582,1220
22589,212
22588,842
22587,373
22586,123
22585,484
22584,221
22583,336
22581,573
22574,113
22579,722
22578,321
22577,195
22576,771
22575,338
22573,438
22572,201
22580,192
22600,1216
22606,841
22605,373
22604,123
22603,482
22602,220
22601,335
22599,572
22607,213
22597,719
22590,201
22591,437
22592,114
22598,192
22594,770
22595,195
22596,320
22593,337
22618,1211
22625,213
22624,840
22623,373
22622,123
22621,481
22620,220
22619,334
22617,571
22610,114
22615,716
22614,319
22613,195
22612,768
22611,336
22616,191
22609,436
22608,200
22637,333
22638,219
22639,479
22643,212
22641,373
22642,839
22636,1207
22640,123
22635,570
22634,190
22633,712
22632,319
22631,195
22630,765
22629,334
22628,114
22627,435
22626,199
22661,213
22660,838
22659,372
22658,123
22657,478
22656,219
22655,333
22654,1203
22653,569
22644,198
22651,709
22650,318
22649,194
22648,762
22647,333
22646,113
22645,433
22652,190
22672,1198
22673,332
22674,219
22671,568
22676,123
22677,372
22678,836
22675,476
22679,213
22670,189
22668,318
22667,194
22666,758
22665,332
22664,113
22663,430
22662,198
22669,705
22696,834
22695,372
22694,123
22693,475
22692,219
22691,331
22690,1194
22689,567
22697,213
22687,703
22680,197
22681,428
22682,113
22688,189
22684,754
22685,193
22686,317
22683,331
22707,566
22714,832
22713,372
22712,123
22711,473
22710,219
22709,330
22708,1190
22715,213
22706,188
22704,317
22703,193
22702,750
22701,330
22700,113
22699,425
22698,196
22705,700
22726,1186
22732,830
22731,372
22730,123
22729,471
22728,219
22727,329
22725,565
22733,213
22723,697
22716,195
22717,423
22718,112
22724,188
22720,747
22721,193
22722,316
22719,330
22751,214
22750,827
22749,372
22748,123
22747,469
22746,219
22744,1181
22743,563
22745,329
22741,694
22734,194
22735,420
22736,112
22742,188
22738,743
22739,193
22740,315
22737,329
22761,562
22768,826
22767,373
22766,123
22765,468
22764,220
22763,328
22762,1177
22769,214
22760,187
22758,315
22752,194
22753,417
22754,112
22759,691
22756,739
22757,193
22755,328
22787,215
22779,560
22785,373
22784,123
22783,467
22782,220
22781,328
22780,1173
22786,827
22778,187
22776,314
22775,193
22774,735
22773,328
22772,112
22771,416
22770,193
22777,688
22799,328
22805,215
22804,827
22803,374
22802,123
22801,466
22800,221
22797,558
22798,1169
22795,684
22788,193
22789,414
22790,112
22791,328
22796,187
22793,193
22794,313
22792,732
22823,215
22822,827
22821,374
22820,123
22819,466
22818,221
22816,1165
22815,556
22817,327
22813,681
22814,186
22807,412
22808,111
22809,327
22806,192
22811,192
22812,312
22810,731
22834,1161
22841,216
22840,829
22839,375
22838,123
22837,465
22836,221
22833,554
22835,327
22831,678
22825,410
22826,111
22827,327
22824,192
22829,192
22830,311
22828,730
22832,186
22859,216
22851,552
22858,830
22857,375
22856,124
22855,465
22854,221
22853,326
22852,1157
22850,186
22848,310
22847,192
22846,728
22845,327
22844,111
22843,409
22842,191
22849,675
22871,326
22872,222
22873,466
22877,216
22875,376
22876,831
22870,1153
22874,124
22869,551
22862,111
22867,672
22866,309
22865,192
22864,727
22863,327
22868,185
22861,408
22860,192
22894,835
22893,378
22892,124
22891,469
22890,223
22889,325
22888,1149
22887,550
22895,217
22885,669
22878,192
22879,411
22880,111
22886,185
22882,733
22883,192
22884,309
22881,328
22905,548
22912,839
22911,379
22910,124
22909,473
22908,223
22907,324
22906,1144
22913,218
22904,185
22902,308
22901,192
22900,739
22899,329
22898,111
22897,414
22896,193
22903,666
22924,1140
22930,846
22929,381
22928,123
22927,476
22926,224
22931,218
22923,547
22925,322
22921,663
22914,194
22915,417
22916,111
22922,184
22918,743
22919,193
22920,307
22917,330
22949,219
22948,852
22947,382
22946,123
22945,481
22944,225
22942,1136
22941,546
22943,320
22939,664
22940,183
22933,420
22934,110
22935,331
22932,195
22937,193
22938,308
22936,747
22960,1138
22967,220
22966,856
22965,383
22964,123
22963,489
22962,226
22961,318
22959,544
22951,424
22957,667
22956,309
22955,194
22954,751
22953,330
22952,109
22950,196
22958,183
22978,1140
22984,858
22983,381
22982,123
22981,495
22980,225
22979,316
22977,543
22985,220
22975,670
22968,196
22969,426
22970,109
22976,182
22972,754
22973,195
22974,310
22971,328
22996,1116
23003,208
23002,763
23001,352
23000,123
22999,443
22998,210
22997,327
22995,545
22988,110
22993,654
22992,317
22991,192
22990,699
22989,329
22994,190
22987,400
22986,194
23015,327
23016,210
23017,441
23021,208
23019,353
23020,761
23014,1113
23018,123
23013,543
23012,190
23011,652
23010,316
23009,192
23008,695
23007,329
23006,110
23005,399
23004,194
23039,207
23038,759
23037,354
23036,123
23035,439
23034,211
23033,326
23032,1109
23031,542
23022,193
23029,650
23028,315
23027,191
23026,692
23025,329
23024,110
23023,397
23030,190
23050,1105
23051,325
23052,212
23049,540
23054,123
23055,355
23056,757
23053,437
23057,207
23048,190
23046,314
23040,193
23041,395
23042,110
23047,647
23044,688
23045,191
23043,329
23075,207
23074,755
23073,356
23072,123
23071,435
23070,212
23068,1100
23067,538
23069,324
23065,644
23066,189
23059,393
23060,110
23061,329
23058,193
23063,191
23064,312
23062,683
23086,1094
23093,207
23092,752
23091,358
23090,122
23089,433
23088,213
23087,323
23085,536
23078,110
23083,640
23082,311
23081,191
23080,679
23079,329
23077,392
23076,192
23084,188
23104,1088
23110,749
23109,359
23108,122
23107,430
23106,214
23105,322
23103,534
23111,207
23101,636
23094,191
23095,390
23096,110
23102,188
23098,675
23099,191
23100,310
23097,327
23122,1083
23129,207
23128,746
23127,360
23126,122
23125,428
23124,214
23123,322
23121,533
23114,111
23119,632
23118,308
23117,191
23116,670
23115,326
23120,187
23113,388
23112,191
23146,743
23145,361
23144,122
23143,425
23142,214
23141,321
23140,1076
23139,533
23147,208
23137,629
23130,190
23131,387
23132,111
23138,187
23134,666
23135,192
23136,308
23133,324
23165,207
23164,740
23163,363
23162,122
23161,422
23160,214
23159,320
23157,532
23158,1070
23155,625
23148,189
23149,385
23150,111
23156,186
23152,663
23153,191
23154,307
23151,322
23176,1063
23182,737
23181,364
23180,121
23179,421
23178,214
23177,319
23183,206
23175,531
23173,621
23166,188
23167,382
23168,110
23174,185
23170,658
23171,190
23172,306
23169,320
23194,1058
23200,734
23199,364
23198,121
23197,419
23196,214
23195,319
23193,531
23201,206
23191,617
23184,187
23185,379
23186,110
23192,185
23188,654
23189,189
23190,306
23187,318
23211,530
23218,731
23217,363
23216,121
23215,418
23214,214
23213,318
23212,1053
23219,206
23210,184
23208,305
23207,188
23206,649
23205,318
23204,109
23203,377
23202,186
23209,613
23230,1048
23236,728
23235,363
23234,121
23233,417
23232,214
23231,317
23229,529
23237,205
23227,610
23220,185
23221,374
23222,109
23228,184
23224,644
23225,187
23226,305
23223,317
23255,205
23254,725
23253,363
23252,121
23251,416
23250,214
23248,1043
23247,529
23249,317
23245,606
23238,184
23239,371
23240,109
23246,184
23242,640
23243,187
23244,305
23241,316
23265,528
23272,723
23271,364
23270,121
23269,414
23268,214
23267,316
23266,1038
23273,205
23264,184
23262,304
23261,186
23260,636
23259,315
23258,108
23257,369
23256,183
23263,603
23291,205
23290,721
23289,364
23288,121
23287,413
23286,215
23285,316
23284,1034
23283,527
23281,599
23280,303
23279,186
23278,632
23277,315
23276,108
23275,367
23274,183
23282,183
23303,315
23304,215
23305,412
23302,1029
23307,364
23308,719
23309,205
23306,121
23301,526
23293,365
23299,596
23298,303
23297,186
23296,629
23295,315
23294,108
23300,183
23292,183
23327,205
23326,717
23325,365
23324,121
23323,411
23322,216
23321,314
23320,1025
23319,524
23310,183
23317,592
23316,303
23315,185
23314,627
23313,315
23312,108
23311,364
23318,183
23339,314
23340,216
23341,410
23338,1021
23343,366
23344,716
23345,205
23342,121
23337,524
23328,184
23335,589
23334,303
23333,185
23332,623
23331,316
23330,108
23329,362
23336,183
23357,313
23358,217
23359,409
23363,205
23361,367
23362,716
23356,1016
23360,121
23355,523
23354,182
23353,586
23352,303
23351,185
23350,620
23349,316
23348,108
23347,361
23346,184
23380,715
23379,368
23378,121
23377,408
23376,218
23375,313
23374,1012
23373,523
23381,204
23371,583
23364,185
23365,360
23366,108
23372,182
23368,616
23369,185
23370,302
23367,317
23391,522
23398,714
23397,369
23396,121
23395,407
23394,219
23393,312
23392,1007
23399,204
23390,182
23388,302
23387,185
23386,612
23385,317
23384,108
23383,358
23382,185
23389,580
23410,1003
23416,715
23415,371
23414,121
23413,408
23412,220
23411,311
23409,522
23417,204
23407,577
23400,187
23401,359
23402,108
23408,181
23404,610
23405,184
23406,302
23403,318
23428,999
23434,716
23433,373
23432,121
23431,409
23430,221
23429,311
23427,521
23435,205
23425,574
23418,189
23419,359
23420,108
23426,181
23422,613
23423,184
23424,301
23421,319
23445,521
23452,719
23451,375
23450,122
23449,407
23448,223
23447,309
23446,994
23453,205
23444,180
23442,301
23441,184
23440,617
23439,319
23438,108
23437,357
23436,191
23443,571
23464,991
23470,724
23469,375
23468,122
23467,405
23466,224
23465,307
23463,522
23471,206
23461,568
23454,191
23455,355
23456,107
23462,179
23458,621
23459,185
23460,302
23457,317
23489,207
23488,728
23487,374
23486,121
23485,405
23484,225
23482,991
23481,523
23483,305
23479,567
23472,192
23473,353
23474,107
23480,179
23476,625
23477,185
23478,303
23475,316
23499,524
23506,732
23505,374
23504,121
23503,405
23502,224
23501,303
23500,995
23507,207
23498,178
23496,303
23490,192
23491,352
23492,106
23497,566
23494,629
23495,186
23493,315
23525,207
23517,524
23523,373
23522,121
23521,406
23520,224
23519,302
23518,1001
23524,736
23516,178
23514,303
23513,186
23512,634
23511,313
23510,106
23509,352
23508,192
23515,565
23536,1007
23542,742
23541,373
23540,120
23539,406
23538,224
23537,300
23535,526
23543,208
23533,566
23526,191
23527,352
23528,105
23534,177
23530,640
23531,187
23532,303
23529,312
23561,210
23560,664
23559,362
23558,122
23557,392
23556,221
23554,1011
23553,567
23555,315
23551,587
23552,186
23545,358
23546,107
23547,330
23544,192
23549,192
23550,325
23548,603
23572,1006
23579,210
23578,661
23577,362
23576,122
23575,390
23574,221
23573,315
23571,566
23563,356
23569,585
23568,324
23567,191
23566,600
23565,331
23564,107
23562,192
23570,186
23590,1002
23596,658
23595,363
23594,122
23593,388
23592,221
23591,315
23589,565
23597,210
23587,582
23580,192
23581,355
23582,107
23588,185
23584,597
23585,191
23586,324
23583,331
23608,996
23615,210
23614,655
23613,364
23612,122
23611,387
23610,221
23609,315
23607,565
23600,107
23605,579
23604,323
23603,191
23602,594
23601,331
23606,185
23599,353
23598,192
23627,315
23628,222
23629,385
23633,210
23631,366
23632,652
23626,990
23630,122
23625,564
23624,185
23623,575
23622,323
23621,191
23620,591
23619,331
23618,107
23617,352
23616,192
23651,211
23650,648
23649,367
23648,122
23647,383
23646,222
23645,315
23644,984
23643,563
23634,192
23641,572
23640,322
23639,191
23638,588
23637,332
23636,108
23635,350
23642,184
23662,978
23663,315
23664,222
23661,562
23666,123
23667,369
23668,646
23665,382
23669,211
23660,184
23658,321
23657,191
23656,585
23655,332
23654,108
23653,349
23652,192
23659,568
23686,645
23685,370
23684,123
23683,380
23682,222
23681,315
23680,971
23679,562
23687,211
23677,565
23670,192
23671,347
23672,109
23678,184
23674,582
23675,190
23676,321
23673,330
23697,561
23704,643
23703,372
23702,122
23701,379
23700,222
23699,316
23698,965
23705,211
23696,183
23694,320
23693,191
23692,579
23691,329
23690,109
23689,345
23688,191
23695,561
23716,958
23722,642
23721,372
23720,122
23719,377
23718,222
23717,316
23715,560
23723,210
23713,558
23706,191
23707,343
23708,108
23714,183
23710,576
23711,190
23712,320
23709,328
23741,209
23740,641
23739,372
23738,121
23737,376
23736,223
23734,953
23733,560
23735,316
23731,555
23724,191
23725,341
23726,108
23732,182
23728,573
23729,188
23730,320
23727,327
23751,560
23758,640
23757,372
23756,121
23755,374
23754,223
23753,316
23752,947
23759,208
23750,182
23748,320
23742,191
23743,339
23744,108
23749,552
23746,569
23747,187
23745,326
23777,207
23769,559
23775,373
23774,120
23773,373
23772,223
23771,316
23770,942
23776,639
23768,181
23766,320
23765,186
23764,566
23763,326
23762,108
23761,337
23760,191
23767,550
23788,937
23794,637
23793,373
23792,120
23791,371
23790,223
23789,316
23787,559
23795,206
23785,547
23778,191
23779,336
23780,107
23786,181
23782,563
23783,185
23784,320
23781,325
23813,206
23812,635
23811,373
23810,120
23809,370
23808,223
23807,315
23805,558
23806,932
23803,544
23804,181
23797,334
23798,107
23799,324
23796,191
23801,185
23802,320
23800,560
23824,927
23831,205
23830,633
23829,373
23828,120
23827,368
23826,223
23823,557
23825,315
23821,541
23815,332
23816,106
23817,324
23814,190
23819,184
23820,320
23818,557
23822,181
23849,205
23841,557
23848,631
23847,374
23846,120
23845,367
23844,224
23843,314
23842,922
23840,181
23838,320
23837,184
23836,554
23835,324
23834,106
23833,330
23832,190
23839,537
23861,314
23862,224
23863,366
23867,205
23865,374
23866,628
23860,917
23864,120
23859,556
23851,329
23857,534
23856,320
23855,183
23854,551
23853,325
23852,107
23858,180
23850,190
23884,624
23883,375
23882,120
23881,363
23880,224
23879,313
23878,913
23877,556
23885,204
23875,530
23868,191
23869,327
23870,107
23876,180
23872,548
23873,183
23874,320
23871,325
23895,556
23902,621
23901,376
23900,120
23899,361
23898,224
23897,313
23896,910
23903,204
23894,180
23892,320
23891,182
23890,543
23889,325
23888,107
23887,325
23886,191
23893,527
23914,906
23920,617
23919,377
23918,120
23917,359
23916,224
23921,203
23913,556
23915,313
23911,525
23904,191
23905,323
23906,107
23912,180
23908,539
23909,182
23910,320
23907,326
23939,203
23938,613
23937,378
23936,120
23935,356
23934,224
23932,903
23931,555
23933,312
23929,522
23930,180
23923,321
23924,107
23925,326
23922,192
23927,181
23928,320
23926,535
23950,899
23957,202
23956,610
23955,379
23954,121
23953,355
23952,225
23951,312
23949,555
23941,317
23947,520
23946,320
23945,181
23944,531
23943,327
23942,107
23940,193
23948,180
23968,895
23974,608
23973,381
23972,121
23971,354
23970,226
23969,312
23967,555
23975,203
23965,517
23958,193
23959,315
23960,107
23966,179
23962,527
23963,181
23964,320
23961,328
23986,892
23993,203
23992,608
23991,382
23990,121
23989,352
23988,227
23987,311
23985,555
23978,107
23983,515
23982,320
23981,180
23980,523
23979,329
23984,179
23977,313
23976,194
24005,310
24006,228
24007,350
24011,203
24009,381
24010,608
24004,889
24008,121
24003,554
24002,178
24001,512
24000,320
23999,181
23998,521
23997,327
23996,107
23995,310
23994,194
24029,203
24028,608
24027,379
24026,120
24025,348
24024,228
24023,309
24022,887
24021,553
24012,195
24019,510
24018,321
24017,181
24016,521
24015,324
24014,106
24013,307
24020,178
24040,892
24041,309
24042,229
24039,552
24044,120
24045,378
24046,610
24043,346
24047,203
24038,177
24036,322
24030,195
24031,304
24032,106
24037,510
24034,525
24035,181
24033,322
24065,203
24064,616
24063,376
24062,119
24061,345
24060,228
24058,897
24057,552
24059,308
24055,510
24056,177
24049,302
24050,105
24051,320
24048,195
24053,181
24054,324
24052,530
24076,902
24083,204
24082,622
24081,374
24080,119
24079,343
24078,228
24075,552
24077,306
24073,510
24067,300
24068,105
24069,318
24066,195
24071,182
24072,325
24070,535
24074,176
24101,204
24093,553
24100,629
24099,372
24098,118
24097,342
24096,226
24095,304
24094,907
24092,177
24090,326
24089,182
24088,540
24087,316
24086,104
24085,298
24084,193
24091,510
24113,317
24114,243
24115,355
24118,588
24119,215
24117,409
24112,936
24116,122
24111,611
24104,105
24109,545
24110,183
24103,318
24105,370
24102,210
24107,194
24106,528
24108,349
24137,216
24136,587
24135,409
24134,122
24133,353
24132,244
24130,930
24129,610
24131,317
24127,541
24128,183
24121,317
24122,106
24123,370
24120,210
24125,194
24126,348
24124,526
24148,923
24154,586
24153,409
24155,216
24152,123
24151,351
24150,244
24149,317
24147,610
24140,107
24145,537
24146,183
24139,316
24141,369
24138,210
24143,195
24144,348
24142,524
24173,216
24165,609
24171,409
24170,123
24169,349
24168,244
24167,318
24166,915
24172,586
24164,182
24162,347
24161,195
24160,522
24159,369
24158,107
24157,315
24156,211
24163,533
24190,585
24189,409
24188,124
24187,348
24186,244
24185,318
24184,907
24183,608
24191,217
24181,529
24174,211
24175,314
24176,108
24182,182
24178,520
24179,196
24180,346
24177,369
24201,607
24208,584
24207,409
24206,124
24205,346
24204,244
24203,318
24202,899
24209,217
24200,181
24198,346
24197,196
24196,519
24195,369
24194,109
24193,313
24192,211
24199,526
24220,891
24226,584
24225,409
24224,124
24223,345
24222,245
24221,318
24219,606
24227,217
24217,523
24210,211
24211,312
24212,109
24218,181
24214,518
24215,196
24216,345
24213,368
24245,217
24244,583
24243,409
24242,124
24241,343
24240,245
24238,883
24237,606
24239,318
24235,519
24228,210
24229,311
24230,110
24236,181
24232,516
24233,196
24234,345
24231,366
24255,606
24262,582
24261,408
24260,124
24259,342
24258,245
24257,319
24256,875
24263,217
24254,180
24252,344
24246,210
24247,309
24248,110
24253,516
24250,514
24251,196
24249,365
24281,216
24273,607
24279,408
24278,124
24277,341
24276,245
24275,319
24274,868
24280,582
24272,180
24270,344
24269,195
24268,513
24267,364
24266,110
24265,307
24264,210
24271,513
24292,864
24299,215
24298,581
24297,408
24295,340
24294,245
24293,319
24291,608
24296,123
24289,510
24283,305
24284,110
24290,180
24282,209
24286,511
24287,193
24288,344
24285,363
24310,859
24316,580
24315,408
24314,123
24313,340
24312,245
24311,320
24309,608
24317,214
24307,509
24300,209
24301,304
24302,110
24308,179
24304,510
24305,192
24306,344
24303,361
24327,609
24334,581
24333,408
24332,123
24331,339
24330,245
24329,320
24328,854
24335,213
24326,180
24324,344
24323,191
24322,509
24321,360
24320,109
24319,303
24318,208
24325,507
24346,849
24352,581
24351,408
24350,123
24349,339
24348,244
24347,319
24345,610
24353,212
24343,504
24336,208
24337,301
24338,109
24344,180
24340,508
24341,190
24342,344
24339,359
24371,211
24370,581
24369,408
24368,122
24367,338
24366,244
24364,845
24363,610
24365,319
24361,502
24354,208
24355,300
24356,109
24362,180
24358,508
24359,189
24360,344
24357,358
24381,611
24388,581
24387,408
24386,122
24385,337
24384,244
24383,319
24382,840
24389,210
24380,180
24378,344
24377,188
24376,506
24375,357
24374,108
24373,299
24372,207
24379,498
24407,209
24406,580
24405,409
24404,122
24403,336
24402,244
24401,318
24400,835
24399,611
24397,495
24396,344
24395,187
24394,505
24393,356
24392,108
24391,298
24390,207
24398,180
24419,318
24420,244
24421,334
24418,830
24423,409
24424,579
24425,208
24422,121
24417,611
24416,180
24415,493
24414,344
24413,185
24412,504
24411,356
24410,107
24409,296
24408,207
24437,317
24438,244
24439,333
24443,207
24441,409
24442,578
24436,826
24440,122
24435,612
24434,180
24433,490
24432,344
24431,184
24430,502
24429,355
24428,107
24427,295
24426,207
24461,206
24460,577
24459,409
24458,122
24457,332
24456,244
24455,316
24454,822
24453,612
24444,207
24445,294
24446,107
24447,354
24452,180
24449,184
24450,344
24451,488
24448,501
24472,819
24479,205
24478,576
24477,409
24476,122
24475,331
24474,244
24473,315
24470,180
24467,183
24469,485
24468,344
24466,501
24465,353
24464,107
24463,292
24462,206
24471,612
24492,243
24491,315
24493,331
24490,816
24495,410
24496,577
24497,205
24494,122
24489,612
24480,204
24487,483
24486,344
24485,183
24484,500
24483,352
24482,107
24481,291
24488,179
24515,205
24514,579
24513,411
24512,122
24511,332
24510,244
24509,314
24508,815
24507,612
24498,204
24505,480
24504,344
24503,182
24502,499
24501,352
24500,107
24499,290
24506,179
24527,313
24528,244
24529,331
24526,813
24531,411
24532,582
24533,205
24530,122
24525,612
24516,203
24523,477
24522,343
24521,181
24520,498
24519,351
24518,107
24517,289
24524,178
24545,312
24546,245
24547,331
24551,205
24549,412
24550,585
24544,815
24548,121
24543,613
24541,474
24542,178
24540,343
24539,182
24538,498
24537,351
24536,107
24535,289
24534,203
24569,205
24568,588
24567,413
24566,121
24565,330
24564,245
24563,312
24562,817
24561,612
24552,203
24559,472
24558,343
24557,182
24556,501
24555,351
24554,107
24553,289
24560,177
24581,311
24582,246
24583,330
24580,821
24585,414
24586,593
24587,206
24584,120
24579,612
24578,177
24577,472
24576,344
24575,182
24574,505
24573,351
24572,106
24571,288
24570,203
24605,206
24604,598
24603,415
24602,120
24601,330
24600,246
24599,310
24598,830
24597,613
24596,177
24595,472
24594,345
24593,182
24592,514
24591,348
24590,105
24588,203
24617,310
24618,246
24619,330
24623,206
24621,419
24622,607
24616,840
24620,119
24615,615
24606,201
24613,474
24612,347
24611,183
24610,523
24609,349
24608,105
24607,289
24614,179
24641,207
24640,618
24639,421
24638,119
24637,330
24636,245
24635,311
24634,849
24633,617
24624,200
24631,476
24630,350
24629,183
24628,533
24627,351
24626,104
24625,290
24632,181
24653,318
24654,267
24655,354
24652,892
24657,447
24658,584
24659,222
24656,124
24651,654
24642,233
24649,517
24648,374
24647,199
24646,522
24645,411
24644,107
24643,317
24650,182
24671,318
24672,267
24673,354
24677,222
24675,447
24676,584
24670,887
24674,125
24669,653
24666,374
24667,514
24668,182
24665,199
24664,521
24663,411
24662,108
24661,317
24660,233
24694,585
24693,447
24692,125
24691,354
24690,267
24689,318
24688,883
24687,653
24695,222
24685,512
24678,234
24679,317
24680,109
24686,182
24682,521
24683,200
24684,374
24681,411
24705,653
24712,586
24711,447
24710,126
24709,353
24708,267
24707,319
24706,878
24713,222
24704,182
24702,374
24701,200
24700,521
24699,410
24698,109
24697,318
24696,234
24703,510
24724,873
24730,587
24731,223
24728,127
24727,353
24726,267
24725,319
24723,652
24729,446
24721,509
24714,233
24715,319
24716,110
24722,182
24718,522
24719,201
24720,374
24717,409
24742,869
24749,223
24748,589
24747,446
24746,127
24745,353
24744,267
24743,319
24741,652
24740,182
24739,507
24738,374
24737,201
24736,522
24735,408
24734,111
24733,319
24732,233
24761,320
24767,223
24762,267
24766,591
24764,127
24765,446
24760,864
24763,354
24759,652
24755,201
24757,505
24756,374
24754,522
24753,407
24752,112
24751,318
24750,233
24758,182
24779,320
24780,267
24781,354
24784,592
24783,446
24778,861
24785,223
24782,127
24777,653
24774,373
24775,504
24773,201
24772,522
24771,406
24770,112
24769,318
24768,233
24776,183
24799,354
24798,266
24800,127
24797,320
24802,594
24803,222
24801,446
24796,858
24795,653
24794,183
24787,318
24788,112
24789,405
24786,232
24791,200
24792,373
24793,503
24790,522
24814,856
24820,595
24819,446
24818,127
24817,354
24816,266
24815,320
24813,654
24821,221
24811,502
24804,231
24805,318
24806,112
24812,183
24808,523
24809,199
24810,373
24807,404
24831,655
24838,597
24837,446
24836,127
24835,354
24834,266
24833,321
24832,854
24839,220
24830,183
24828,374
24827,198
24826,523
24825,403
24824,112
24823,317
24822,231
24829,501
24850,853
24856,598
24855,445
24854,126
24853,354
24852,265
24851,321
24849,655
24857,219
24847,502
24840,230
24841,317
24842,112
24848,183
24844,523
24845,197
24846,374
24843,402
24875,218
24874,599
24873,445
24872,126
24871,354
24870,265
24868,853
24867,656
24869,321
24865,502
24858,230
24859,316
24860,111
24866,183
24862,523
24863,196
24864,374
24861,401
24885,656
24892,601
24891,445
24890,126
24889,354
24888,264
24887,320
24886,854
24893,217
24884,183
24882,374
24881,195
24880,523
24879,400
24878,111
24877,316
24876,229
24883,502
24911,216
24910,601
24909,445
24908,126
24907,354
24906,264
24905,320
24904,854
24903,657
24901,503
24900,374
24899,193
24898,523
24897,399
24896,110
24895,315
24894,229
24902,183
24923,320
24924,264
24925,354
24922,854
24927,446
24928,601
24929,215
24926,125
24921,657
24920,183
24919,503
24918,374
24917,192
24916,522
24915,398
24914,110
24913,315
24912,228
24941,319
24942,264
24943,354
24947,214
24945,446
24946,603
24940,855
24944,125
24939,658
24938,182
24937,503
24936,374
24935,191
24934,522
24933,397
24932,110
24931,314
24930,228
24965,213
24964,604
24963,446
24962,125
24961,354
24960,264
24959,318
24958,856
24957,658
24948,228
24949,313
24950,109
24951,396
24956,182
24953,190
24954,374
24955,504
24952,521
24976,857
24983,212
24982,606
24981,446
24980,124
24979,355
24978,264
24977,317
24974,182
24971,189
24973,504
24972,374
24970,520
24969,395
24968,109
24967,313
24966,227
24975,657
24996,264
24995,316
24997,355
24994,858
24999,447
25000,607
25001,211
24998,124
24993,657
24984,225
24991,504
24990,374
24989,188
24988,519
24987,395
24986,109
24985,313
24992,181
25019,210
25018,609
25017,447
25016,123
25015,355
25014,263
25013,315
25012,860
25011,657
25002,224
25009,503
25008,374
25007,186
25006,519
25005,394
25004,108
25003,312
25010,180
25031,314
25032,264
25033,356
25030,863
25035,447
25036,610
25037,209
25034,123
25029,657
25020,223
25027,503
25026,375
25025,185
25024,519
25023,393
25022,108
25021,310
25028,180
25049,314
25050,264
25051,357
25055,209
25053,448
25054,613
25048,867
25052,123
25046,179
25043,184
25045,503
25044,374
25047,657
25042,520
25041,393
25040,107
25039,308
25038,222
25067,313
25068,265
25069,356
25073,208
25071,452
25072,616
25066,872
25070,122
25065,659
25064,178
25063,505
25062,374
25061,183
25060,524
25059,394
25058,107
25057,307
25056,221
25091,208
25090,620
25089,455
25088,122
25087,354
25086,265
25085,312
